LATITUDE,LONGITUDE,ZIP_CODE_IMPUTED
40.73632,-73.85631,11368
40.820263,-73.92976,10451
40.601864,-74.00232,11214
40.810318,-73.943634,10027
40.666306,-73.79171,11436
40.63174,-73.96793,11230
40.67253,-73.798386,11436
40.579372,-74.16948,10314
40.605595,-73.98404,11223
40.66496,-73.82226,11420
40.719177,-73.79223,11432
40.738403,-73.93864,11101
40.68039,-73.94956,11216
40.656273,-73.90731,11212
40.771038,-73.83413,11354
40.709023,-73.757835,11423
40.692886,-73.832184,11420
40.680088,-73.94398,11216
40.65342,-73.88898,11207
40.879055,-73.87439,10467
40.67043,-73.928185,11213
40.675037,-73.930534,11213
40.767582,-73.9109,11103
40.69496,-73.946236,11206
40.79656,-73.97226,10025
40.737785,-73.93496,11101
40.856045,-73.90079,10457
40.695683,-73.741875,11411
40.667236,-73.770004,11434
40.84747,-73.89134,10457
40.8047,-73.91243,10454
40.762676,-73.954346,10044
40.772102,-73.763954,11361
40.707493,-73.94153,11206
40.8252,-73.867714,10472
40.768875,-73.94898,10162
40.889362,-73.83446,10466
40.66937,-73.89523,11207
40.856606,-73.92841,10040
40.62764,-73.89022,11236
40.58401,-73.98587,11224
40.780437,-73.94989,10128
40.681145,-73.7923,11436
40.786,-73.84574,11356
40.827923,-73.93483,10032
40.642776,-74.02003,11220
40.86674,-73.92873,10034
40.571625,-74.11192,10306
40.678375,-73.9265,11233
40.74209,-73.984985,10010
40.604195,-73.97218,11223
40.759163,-73.988396,10036
40.718864,-73.97483,10009
40.74715,-73.985504,10001
40.663776,-73.889915,11207
40.843903,-73.927284,10040
40.836296,-73.87369,10460
40.674004,-73.81881,11420
40.729176,-73.87898,11373
40.72773,-73.90674,11378
40.66807,-73.80789,11420
40.684082,-73.90864,11207
40.74613,-73.83605,11355
40.847897,-73.92499,10452
40.695377,-73.94921,11206
40.828114,-73.93107,10032
40.781265,-73.97599,10024
40.748436,-73.984566,10118
40.829697,-73.91313,10456
40.852673,-73.919106,10453
40.851555,-73.952446,7024
40.707928,-73.784294,11432
40.64254,-73.87652,11239
40.783146,-73.97833,10024
40.74425,-73.7334,11426
40.730644,-73.97329,10010
40.75218,-73.85201,11368
40.788685,-73.94386,10029
40.820095,-73.955086,10031
40.594334,-73.990944,11214
40.583626,-73.98407,11224
40.772327,-73.94531,10162
40.677917,-73.93861,11203
40.809563,-73.92923,10454
40.76122,-73.93056,11106
40.588722,-73.960464,11235
40.643456,-73.972725,11218
40.67612,-73.936005,11213
40.620663,-74.1524,10314
40.745686,-73.97213,10016
40.7605,-73.95699,10044
40.661995,-73.91959,11212
40.711227,-73.72826,11429
40.861862,-73.91282,10468
40.6191,-74.159615,10314
40.734566,-73.72269,11426
40.671932,-73.85165,11417
40.671604,-73.86907,11208
40.704494,-73.81743,11435
40.845642,-73.90211,10457
40.82681,-73.85361,10473
40.687138,-73.75136,11413
40.865143,-73.87204,10467
40.866673,-73.90896,10468
40.674934,-73.80186,11420
40.637997,-74.02136,11220
40.750965,-73.94027,11101
40.671585,-73.99843,11232
40.810173,-73.95117,10027
40.687103,-73.89251,11207
40.861744,-73.911804,10468
40.741074,-73.7258,11426
40.730366,-73.91388,11378
40.784237,-73.947075,10128
40.659336,-73.92726,11212
40.616093,-74.14523,10314
40.62614,-74.14276,10302
40.755234,-73.941246,11101
40.643875,-74.01887,11220
40.69168,-73.999344,11208
40.667683,-73.99608,11232
40.857605,-73.93778,10040
40.7491,-73.984085,10016
40.721985,-73.98552,10002
40.5843,-74.16492,10311
40.67983,-73.9583,11238
40.821117,-73.957466,10031
40.849167,-73.92393,10040
40.579826,-73.97622,11224
40.756725,-73.96,10022
40.607643,-74.03375,11252
40.583874,-73.823044,11693
40.714554,-73.83147,11415
40.763668,-73.82303,11354
40.705246,-73.95908,11249
40.760403,-73.98748,10036
40.834503,-73.93037,10452
40.835724,-73.92129,10452
40.60069,-74.010056,11214
40.593002,-74.159,10314
40.75458,-73.99915,10001
40.741394,-73.82303,11355
40.76468,-73.9643,10065
40.698544,-73.96236,11205
40.734135,-73.9992,10011
40.79099,-73.96518,10025
40.780125,-73.95304,10128
40.834507,-73.91772,10452
40.663227,-73.93159,11234
40.61636,-74.15677,10314
40.824932,-73.82431,10465
40.696213,-73.97528,11251
40.677025,-73.95268,11216
40.84797,-73.924774,10040
40.826153,-73.920265,10451
40.694637,-73.949066,11206
40.678852,-73.88152,11208
40.758537,-73.97721,10035
40.716824,-73.82019,11367
40.827595,-73.85004,10472
40.81094,-73.94318,10027
40.64124,-73.943726,11203
40.810486,-73.905075,10455
40.72956,-73.87145,11416
40.711033,-73.7281,11429
40.696445,-73.8131,11435
40.679073,-73.92527,11233
40.66597,-73.928604,11213
40.683342,-74.001976,11231
40.825424,-73.923485,10451
40.588078,-74.16127,10314
40.8541,-73.919106,10453
40.608433,-74.15544,10314
40.60783,-74.1465,10314
40.841084,-73.937935,10032
40.621357,-74.02198,11209
40.666748,-73.764534,11413
40.703915,-73.94817,11206
40.844563,-73.901276,10457
40.710476,-73.963844,11249
40.584343,-73.962,12235
40.759205,-73.98464,10019
40.69942,-73.86878,11421
40.85687,-73.93477,10040
40.76051,-73.82914,11354
40.846153,-73.932335,10033
40.884014,-73.8791,10467
40.63651,-74.133,10302
40.723347,-73.939316,11211
40.865067,-73.9281,10040
40.667908,-73.76281,11413
40.741917,-73.823425,11355
40.825115,-73.92541,10451
40.744923,-73.83709,11355
40.7375,-73.93385,11101
40.671032,-73.93927,11213
40.641205,-73.877205,11239
40.60365,-73.99204,11214
40.74947,-73.85056,11368
40.75597,-73.91262,11103
40.607838,-74.0872,10304
40.859444,-73.915985,10453
40.679276,-73.92906,11233
40.752445,-73.96461,10022
40.690174,-73.95527,11205
40.673588,-73.73351,11422
40.62103,-74.16894,10314
40.69613,-73.987114,11201
40.80964,-73.947845,10027
40.808243,-73.92785,10454
40.83398,-73.82635,10465
40.631577,-74.185005,10303
40.83611,-73.92238,10452
40.732613,-73.925156,11211
40.79611,-73.96145,10025
40.667385,-73.88709,11207
40.61427,-74.156654,10314
40.743214,-73.95135,11109
40.626328,-74.13132,10310
40.651863,-73.86536,11239
40.768166,-73.83749,11354
40.811367,-73.95402,10025
40.843994,-73.89752,10457
40.64511,-73.874886,11239
40.735283,-73.85984,11374
40.805737,-73.94065,10035
40.684513,-73.909386,11207
40.845352,-73.92821,10033
40.582233,-74.16907,10312
40.82733,-73.8498,10473
40.70455,-73.91662,11237
40.696033,-73.984535,11242
40.59742,-74.06836,10305
40.596004,-74.06788,10305
40.782463,-73.97883,10024
40.80777,-73.94549,10037
40.596325,-73.76673,11691
40.73873,-73.81428,11367
40.634846,-74.15177,10303
40.672886,-73.99922,11232
40.556618,-74.203995,10309
40.664055,-73.9427,11213
40.828346,-73.94906,10031
40.880466,-73.88384,10467
40.74273,-73.95412,11101
40.67897,-73.75985,11413
40.709747,-73.82057,11415
40.61855,-73.9395,11234
40.666737,-73.78628,11434
40.759357,-73.9582,10155
40.716476,-73.99283,10002
40.834187,-73.909584,10456
40.578556,-74.1696,10314
40.585037,-73.95645,11235
40.606335,-74.18019,10314
40.753304,-73.912575,11103
40.64531,-73.94608,11226
40.703857,-73.91851,11237
40.73273,-73.99382,10003
40.774807,-73.98442,10023
40.847168,-73.93394,10033
40.627037,-74.16483,10303
40.700245,-73.92089,11237
40.575573,-73.99432,11224
40.768887,-73.90691,11105
40.716644,-73.99582,10013
40.709305,-73.84369,11375
40.66279,-73.99887,11232
40.793472,-73.93726,10029
40.762974,-73.825325,11354
40.702255,-73.92008,11237
40.7179,-73.83202,11415
40.704716,-73.92875,11237
40.763374,-73.99647,10036
40.706062,-73.91626,11237
40.58096,-73.96466,11235
40.64993,-73.93312,11203
40.84932,-73.945145,10033
40.824562,-73.87259,10472
40.62156,-74.16849,10303
40.712727,-73.72899,11429
40.787846,-73.840096,11356
40.833813,-73.86275,10472
40.810093,-73.95309,10027
40.70537,-73.775826,11423
40.637012,-74.01515,11220
40.822388,-73.934296,10035
40.76286,-73.98941,10019
40.58524,-74.093414,10305
40.75455,-73.96252,10155
40.743275,-73.77572,11364
40.60307,-74.14047,10314
40.669704,-73.94774,11225
40.651974,-73.86542,11239
40.653862,-74.008286,11220
40.831978,-73.93515,10035
40.787857,-73.951614,10029
40.838425,-73.941696,10032
40.57944,-73.979614,11224
40.826275,-73.85971,10472
40.74254,-73.82631,11355
40.7591,-73.99215,10036
40.80988,-73.90308,10455
40.693497,-73.94594,11206
40.794052,-73.970375,10025
40.665676,-73.7483,11422
40.82949,-73.87326,10472
40.69019,-73.7771,11434
40.73594,-73.85887,11368
40.831146,-73.85384,10472
40.657867,-73.920815,11212
40.90021,-73.8865,10471
40.86446,-73.91895,10034
40.63363,-74.138985,10302
40.85876,-73.89736,10458
40.75927,-73.980896,10111
40.721985,-73.84523,11375
40.656708,-74.00537,11209
40.831684,-73.85562,10462
40.69309,-73.94296,11206
40.72586,-73.90017,11378
40.627365,-74.166565,10303
40.824757,-73.94052,10039
40.788055,-73.94433,10029
40.844753,-73.90539,10457
40.833233,-73.8282,10465
40.766552,-73.89476,11370
40.74143,-73.94794,11101
40.847576,-73.90633,10457
40.570877,-74.16984,10314
40.81689,-73.86383,10473
40.80582,-73.90926,10454
40.63948,-74.016174,11220
40.69764,-73.92932,11221
40.627052,-74.16485,10303
40.846764,-73.933784,10033
40.76874,-73.90881,11105
40.649395,-73.9417,11203
40.81801,-73.96149,10031
40.827198,-73.93668,10039
40.727192,-73.89328,11378
40.62194,-73.91753,11234
40.686085,-73.982666,11217
40.639996,-74.02442,11209
40.74105,-73.72587,11426
40.66484,-73.82229,11420
40.60729,-74.14086,10314
40.759163,-73.97675,10111
40.704773,-74.00975,10004
40.67477,-73.860306,11417
40.7441,-73.99565,10011
40.711685,-73.74672,11429
40.62135,-74.15131,10314
40.700836,-73.99495,11242
40.689194,-73.75365,11412
40.827774,-73.945755,10031
40.74121,-73.84277,11368
40.735424,-73.974754,10010
40.693905,-73.94892,11206
40.68837,-73.944916,11221
40.726135,-73.76318,11423
40.67834,-73.95521,11238
40.63926,-73.93777,11203
40.83997,-73.87792,10461
40.843678,-73.871956,10460
40.579052,-73.98415,11224
40.60345,-74.009,11214
40.62026,-74.16774,10303
40.707928,-73.78383,11433
40.84353,-73.89401,10457
40.7014,-73.91858,11237
40.76419,-73.861664,11369
40.647243,-73.96048,11226
40.667576,-73.72951,11422
40.691536,-73.99912,11208
40.616364,-74.15676,10314
40.843517,-73.83295,10461
40.57256,-74.1189,10306
40.829502,-73.87462,10472
40.676598,-73.93039,11213
40.608826,-74.00983,11228
40.781666,-73.986694,10069
40.830906,-73.8736,10472
40.75829,-73.83431,11354
40.669735,-73.93104,11213
40.66053,-73.93234,11203
40.789017,-73.81865,11357
40.816765,-73.86475,10473
40.76363,-73.9533,11249
40.687622,-73.77881,11434
40.832954,-73.85444,10462
40.820137,-73.89029,10459
40.623444,-74.14917,10314
40.85139,-73.941216,10033
40.849285,-73.93894,10040
40.666924,-73.78447,11434
40.86357,-73.92602,10040
40.659473,-74.00244,11209
40.836555,-73.87135,10460
40.69925,-73.973206,11251
40.647766,-73.95816,11226
40.753113,-73.93371,11101
40.674786,-73.8762,11208
40.74128,-73.90257,11377
40.65133,-73.90607,11236
40.57275,-73.997055,11224
40.677715,-73.93587,11225
40.710514,-73.95614,11249
40.73181,-73.866646,11374
40.66929,-73.842445,11417
40.76165,-73.82715,11354
40.835384,-73.93096,10032
40.696663,-73.98085,11251
40.840603,-73.91152,10452
40.700768,-73.990944,11201
40.82,-73.95887,10031
40.683804,-73.833534,11417
40.74701,-73.977196,10016
40.810997,-73.905846,10455
40.62256,-74.163445,10303
40.67461,-73.80428,11420
40.74233,-73.83764,11355
40.83517,-73.8668,10472
40.726814,-73.83846,11375
40.63204,-74.154755,10303
40.828407,-73.84392,10465
40.822308,-73.93859,10039
40.628,-74.15178,10303
40.62505,-74.01913,11209
40.678596,-73.882416,11208
40.612488,-73.89707,11236
40.831974,-73.9235,10456
40.844833,-73.909386,10457
40.84506,-73.916855,10452
40.667313,-73.73926,11422
40.8239,-73.876526,10472
40.715958,-73.81275,11432
40.66336,-73.95975,11225
40.8166,-73.942764,10030
40.63932,-74.02356,11220
40.734688,-73.99998,10014
40.827206,-73.94246,10031
40.80616,-73.927986,10454
40.666573,-73.78632,11434
40.632664,-74.15353,10303
40.57279,-73.99597,11224
40.8382,-73.92371,10452
40.662807,-73.89646,11207
40.761093,-73.98327,10019
40.770527,-73.98012,10107
40.61501,-73.99102,11204
40.675297,-73.87268,11208
40.62752,-74.04113,11209
40.8086,-73.909775,10454
40.82677,-73.856155,10472
40.661743,-73.94784,11225
40.603832,-74.06895,10305
40.732254,-73.99636,10003
40.737682,-73.85206,11368
40.609505,-74.181885,10311
40.858986,-73.89382,10458
40.62341,-74.16354,10303
40.77077,-73.91727,11101
40.72948,-73.9721,10009
40.67079,-73.903275,11212
40.71126,-73.899864,11385
40.790623,-73.942444,10029
40.734577,-74.010025,10014
40.779488,-73.920135,11105
40.65777,-73.93962,11203
40.780552,-73.94427,10128
40.65768,-73.925415,11203
40.85154,-73.918335,10453
40.766617,-73.8389,11368
40.643204,-73.90929,11236
40.668118,-73.89292,11207
40.763344,-73.75791,11363
40.63574,-74.02605,11220
40.73448,-73.92243,11104
40.60266,-74.18408,10314
40.604095,-74.020355,11252
40.736046,-73.92673,11104
40.663605,-73.934395,11213
40.652954,-74.00215,11232
40.784157,-73.98487,10023
40.857166,-73.92824,10040
40.830738,-73.9105,10456
40.8518,-73.909225,10453
40.74094,-74.007484,10014
40.879196,-73.86159,10467
40.695312,-73.79911,11433
40.641895,-73.93324,11203
40.76981,-73.86773,11369
40.698963,-73.91864,11237
40.78316,-73.98048,10024
40.65355,-73.86232,11239
40.56935,-74.11089,10306
40.609364,-74.12128,10314
40.586002,-73.97221,11223
40.724136,-73.992615,10012
40.641304,-73.94276,11203
40.603493,-74.067345,10305
40.711876,-73.73029,11429
40.736496,-73.909225,11104
40.882393,-73.83623,10466
40.84023,-73.880104,10460
40.62707,-74.01865,11209
40.638523,-73.97319,11224
40.7549,-73.74548,11362
40.744194,-73.97133,10158
40.722088,-73.75798,11427
40.809044,-73.92856,10454
40.684887,-74.00111,11231
40.73226,-73.83522,11367
40.84519,-73.9112,10453
40.683723,-73.96797,11238
40.593002,-73.98874,11214
40.8827,-73.892845,10463
40.74622,-73.87755,11373
40.781933,-73.94428,10128
40.757164,-73.82212,11355
40.589043,-73.98381,11214
40.657383,-73.911514,11212
40.651352,-73.89275,11236
40.702747,-73.86242,11421
40.704582,-73.78486,11433
40.76161,-73.97076,10022
40.777905,-73.98209,10023
40.86804,-73.879105,10458
40.72545,-73.837776,11375
40.814632,-73.9442,10030
40.6952,-73.92844,11221
40.646255,-73.908905,11236
40.603645,-74.077324,10305
40.829407,-73.88546,10459
40.61019,-74.03534,11209
40.86667,-73.90924,10468
40.73518,-73.83629,11367
40.62307,-74.149315,10314
40.66955,-73.94497,11213
40.834515,-73.91771,10452
40.675446,-73.81354,11420
40.587147,-74.15391,10314
40.865406,-73.86838,10467
40.588886,-73.965645,11235
40.611095,-74.11467,10310
40.640553,-74.0043,11220
40.74197,-73.84116,11368
40.67398,-73.899315,11207
40.849712,-73.94301,10033
40.75175,-74.007935,10001
40.738575,-73.845345,11368
40.645344,-73.87897,11239
40.702354,-73.818756,11418
40.669403,-73.94221,11213
40.71154,-73.83624,11415
40.77674,-73.82433,11357
40.823536,-73.93108,10451
40.666534,-73.80995,11420
40.661312,-73.77522,11434
40.67642,-73.94154,11213
40.81148,-73.9264,10454
40.743164,-73.77733,11365
40.727093,-73.99156,10003
40.847908,-73.87121,10462
40.611614,-73.97459,11230
40.77456,-73.76602,11361
40.637806,-74.128876,10302
40.824158,-73.87462,10472
40.817898,-73.938095,10030
40.64453,-73.94599,11203
40.5743,-73.98867,11224
40.75826,-73.76829,11361
40.65477,-74.00708,11209
40.88974,-73.84591,10466
40.72098,-73.98696,10002
40.63443,-74.01606,11220
40.69666,-73.93109,11221
40.8307,-73.88519,10459
40.75979,-73.98793,10036
40.745235,-73.937706,11101
40.654434,-73.86084,11414
40.78461,-73.96984,10024
40.636326,-73.958405,11230
40.75372,-73.83283,11355
40.666573,-73.811775,11420
40.730846,-73.89146,11378
40.81766,-73.93076,10451
40.78614,-73.93929,10035
40.70118,-73.98778,11251
40.784943,-73.946594,10029
40.650597,-73.97209,11218
40.70166,-73.961464,11249
40.764267,-73.722946,11020
40.733536,-73.87035,11373
40.737797,-73.8507,11368
40.753693,-73.89831,11377
40.651676,-74.010635,11232
40.842197,-73.87215,10460
40.798576,-73.97316,10025
40.77178,-73.9792,10023
40.692345,-73.88179,11385
40.744576,-73.82581,11355
40.600426,-73.941895,11229
40.60589,-73.98972,11214
40.692356,-73.94282,11221
40.780693,-73.9466,10128
40.66495,-73.993355,11215
40.827343,-73.94279,10031
40.77761,-73.74365,11363
40.61242,-74.09936,10301
40.749607,-73.89687,11377
40.78503,-73.94058,10035
40.697575,-73.984055,11201
40.78775,-73.947464,10029
40.681656,-73.76238,11434
40.84487,-73.92068,10452
40.787506,-73.9383,10035
40.610912,-74.16142,10314
40.679485,-73.897026,11207
40.773365,-73.9068,11105
40.575336,-73.996445,11224
40.679737,-73.76162,11434
40.689102,-73.94507,11216
40.736145,-73.92651,11104
40.700855,-73.86837,11421
40.79486,-73.94649,10029
40.762802,-73.965675,10065
40.71976,-73.94476,11222
40.696983,-73.935234,11207
40.697193,-73.72752,11411
40.784355,-73.98117,10024
40.87029,-73.84318,10469
40.725365,-73.89454,11378
40.825504,-73.886086,10459
40.791405,-73.93569,10035
40.68949,-73.92207,11207
40.862392,-73.91802,10034
40.754986,-73.74535,11362
40.66696,-73.77078,11434
40.579803,-73.97184,12235
40.74807,-73.83075,11355
40.832027,-73.93528,10032
40.74724,-73.73696,11362
40.700497,-73.962555,11211
40.667076,-73.78266,11434
40.687325,-73.83525,11419
40.689476,-73.82769,11419
40.689808,-73.80931,11435
40.844578,-73.902695,10457
40.60457,-73.75355,11691
40.75855,-73.82964,11354
40.644073,-73.935394,11203
40.85711,-73.93561,10040
40.71373,-74.01385,10281
40.753986,-73.80769,11358
40.71122,-73.72827,11429
40.583057,-73.973114,12235
40.734795,-73.80115,11365
40.76705,-73.887184,11370
40.838757,-73.882904,10460
40.58516,-73.9874,11224
40.565235,-74.181404,10312
40.73243,-73.83512,11367
40.663906,-73.95098,11225
40.85005,-73.91606,10453
40.592815,-73.90808,11234
40.856625,-73.8319,10461
40.59455,-73.997574,11214
40.85533,-73.93332,10040
40.678722,-73.952995,11226
40.817596,-73.95319,10031
40.675735,-73.89686,11207
40.795326,-73.9713,10025
40.734978,-73.8614,11374
40.690163,-73.98711,11201
40.812572,-73.950935,10027
40.743427,-73.775475,11365
40.59124,-73.99402,11214
40.845467,-73.92813,10033
40.846466,-73.87123,10460
40.684814,-73.98353,11217
40.63082,-73.88636,11236
40.710815,-73.98326,10002
40.693523,-73.9522,11205
40.69657,-73.95844,11205
40.863705,-73.87207,10467
40.68576,-73.915504,11207
40.691097,-73.92296,11221
40.696297,-73.97716,11251
40.702564,-73.790565,11433
40.689495,-73.75283,11412
40.666294,-73.80267,11420
40.577244,-74.00004,11224
40.73093,-73.864586,11374
40.60972,-74.1651,10314
40.76289,-73.73384,11362
40.845566,-73.92849,10033
40.72568,-73.85728,11374
40.730194,-73.887566,11373
40.66706,-73.7392,11422
40.646923,-73.92019,11236
40.677578,-73.88602,11207
40.740467,-73.97295,10010
40.70313,-73.816795,11435
40.541298,-74.20424,10309
40.575024,-74.1183,10306
40.824085,-73.874344,10472
40.753937,-73.8603,11368
40.6915,-73.90956,11207
40.625984,-74.14859,10303
40.81014,-73.93503,10030
40.805836,-73.94691,10027
40.865963,-73.92986,10034
40.806335,-73.95588,10026
40.847614,-73.887794,10457
40.603783,-73.74558,11691
40.828316,-73.93118,10039
40.85288,-73.92025,10453
40.858788,-73.92291,10034
40.74206,-73.82453,11355
40.848625,-73.92753,10034
40.83639,-73.91588,10452
40.770054,-73.914406,11103
40.665154,-73.82774,11420
40.819244,-73.891365,10474
40.747974,-73.75999,11364
40.86676,-73.920616,10034
40.73639,-73.90972,11104
40.616783,-73.89716,11236
40.69246,-73.726875,11411
40.89316,-73.852425,10466
40.83516,-73.94561,10032
40.669857,-73.95051,11235
40.8396,-73.929474,10452
40.738415,-73.84899,11368
40.682194,-74.00239,11231
40.70456,-73.856735,11385
40.579174,-74.11483,10306
40.62965,-73.990555,11219
40.755222,-73.96135,10022
40.715473,-73.95185,11249
40.71652,-73.774254,11423
40.806705,-73.952866,10026
40.69467,-73.93115,11221
40.804523,-73.95158,10026
40.795963,-73.97084,10025
40.622635,-74.16081,10303
40.68348,-73.966896,11238
40.7811,-73.77,11359
40.71582,-73.81759,11367
40.58624,-73.8132,11693
40.785095,-73.97691,10024
40.84744,-73.89968,10457
40.70003,-73.78873,11433
40.786484,-73.97218,10024
40.594616,-73.99743,11214
40.642548,-74.016655,11220
40.86309,-73.88946,10458
40.63665,-73.96805,11218
40.828075,-73.88543,10459
40.834095,-73.94983,10032
40.694862,-73.81842,11419
40.840496,-73.94599,10032
40.620438,-74.1672,10303
40.80641,-73.94227,10027
40.857117,-73.89907,10458
40.644455,-74.0183,11220
40.714066,-73.94938,11211
40.65965,-73.773834,11430
40.852306,-73.89811,10457
40.54833,-74.19398,10312
40.631706,-73.94649,11210
40.68372,-73.78468,11434
40.83927,-73.92257,10452
40.880527,-73.901794,10463
40.613895,-73.99219,11204
40.747204,-73.99711,10001
40.617924,-74.155785,10314
40.73261,-73.8686,11373
40.65945,-73.89847,11207
40.628117,-73.956856,11230
40.70566,-73.81847,11415
40.692482,-73.9203,11221
40.831566,-73.942986,10032
40.81133,-73.96403,10115
40.69169,-73.90585,11207
40.817844,-73.94185,10030
40.841877,-73.91796,10452
40.71523,-74.01334,10282
40.737865,-73.90441,11377
40.657253,-74.00477,11209
40.738266,-73.79706,11365
40.695995,-73.96742,11205
40.850456,-73.899315,10457
40.738796,-73.80846,11365
40.70981,-73.99178,10038
40.605568,-74.00443,11214
40.67342,-73.95017,11233
40.74091,-73.83727,11367
40.625786,-73.89309,11236
40.68796,-73.94194,11221
40.72202,-73.98345,10009
40.8451,-73.91878,10452
40.846527,-73.87146,10460
40.855545,-73.90914,10453
40.827557,-73.914764,10456
40.587566,-73.811264,11693
40.73399,-73.78041,11365
40.59755,-74.14077,10314
40.785973,-73.96886,10024
40.622356,-74.16798,10303
40.701134,-73.99306,11201
40.63237,-73.88319,11239
40.58588,-73.912704,11697
40.846878,-73.920616,10453
40.74045,-73.844376,11368
40.694305,-73.91852,11221
40.82538,-73.94006,10039
40.712116,-73.73118,11429
40.735867,-73.9552,11222
40.809643,-73.91037,10455
40.701332,-73.92684,11221
40.708305,-73.948425,11206
40.666157,-73.79904,11436
40.874638,-73.909744,10463
40.766815,-73.83038,11354
40.673965,-73.99998,11231
40.833065,-73.85974,10472
40.825905,-73.94712,10031
40.828278,-73.907036,10456
40.83283,-73.91129,10456
40.7024,-73.9605,11205
40.553314,-74.1634,10308
40.682186,-73.86982,11208
40.76294,-73.86067,11369
40.765823,-73.82373,11354
40.58205,-74.1578,10314
40.70091,-73.926094,11221
40.625103,-74.14877,10314
40.674145,-73.93062,11213
40.750305,-74.00837,10199
40.66634,-73.80081,11436
40.576042,-73.99008,11224
